Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	St_ID	Pressure [dBar]	QV:SEADATANET	Temperature, ITS-90 [degrees C]	QV:SEADATANET	Salinity [per mille]	QV:SEADATANET	DOW [µM]	QV:SEADATANET	Oxygen Saturation [%]	QV:SEADATANET	Oxygen, SBE 43 [mg/l]	QV:SEADATANET	Total Chl-a [µg/l]	QV:SEADATANET	pH	QV:SEADATANET	NH4 [µM]	QV:SEADATANET	NO2-N [µM]	QV:SEADATANET	NO3-N+NO2-N [µM]	QV:SEADATANET	PO4 [µM]	QV:SEADATANET	TP [µM]	QV:SEADATANET	TPP [µM]	QV:SEADATANET	Si [µM]	QV:SEADATANET	POC [µM]	QV:SEADATANET	PON [µM]	QV:SEADATANET	TSS [mg/l]	QV:SEADATANET	SD [m]	QV:SEADATANET	TRIX (Chem)	QV:SEADATANET	TRIX	QV:SEADATANET	QV:SEADATANET:SAMPLE
								10	1	28.3524	1	39.3872	1	207.10001	1	106.04902	1		9		9		9		9		9	0.17	1	0.02	1		9		9	1.71	1		9		9		9		9		9		9	0
								20	1	28.35461	1	39.3877	1	205.7	1	105.33179	1		9		9		9		9		9	0.32	1	0.02	1		9		9	1.71	1		9		9		9		9		9		9	0
								30	1	28.31022	1	39.394	1	203.8	1	104.28352	1		9		9		9		9		9	0.23	1	0.05	1		9		9	1.99	1		9		9		9		9		9		9	0
Cruise 1995-06	G17R03	B	1995-09-18T17:30:00	34.05000	36.28333	22	51751	1	1	28.42152	1	39.0612	1	205.2	1	105.00624	1		9		9		9		9		9	0.48	1	0.03	1		9		9	2.95	1		9		9		9		9		9		9	0
								7	1	28.41827	1	39.1249	1	198.5	1	101.60587	1		9		9		9		9		9	0.38	1	0.03	1		9		9	2.33	1		9		9		9		9		9		9	0
								20	1	28.37041	1	39.3695	1	203.2	1	104.06758	1		9		9		9		9		9	0.33	1	0.11	1		9		9	1.85	1		9		9		9		9		9		9	0
Cruise 1995-06	G34R22	B	1995-09-18T20:20:00	34.36666	36.56667	91	51752	1	1	28.42236	5	39.4624	5	199.8	1	102.47311	1		9		9		9		9		9	0.21	1	0.02	1		9		9	1.44	1		9		9		9		9		9		9	0
								9	1	28.42675	1	39.4637	1	198	1	101.55447	1		9		9		9		9		9	0.19	1	0.02	1		9		9	1.58	1		9		9		9		9		9		9	0
								24	1	28.43227	1	39.4625	1	200.2	1	102.68491	1		9		9		9		9		9	0.17	1	0.02	1		9		9	2.33	1		9		9		9		9		9		9	0
								49	1	23.09996	1	39.0221	1	256.5	1	120.0526	1		9		9		9		9		9	0.17	1	0.02	1		9		9	1.37	1		9		9		9		9		9		9	0
								79	1	17.91224	1	38.9612	1	239.60001	1	102.09533	1		9		9		9		9		9	0.3	1	0.02	1		9		9	2.4	1		9		9		9		9		9		9	0
								89	1	17.46735	1	38.9954	1	222.2	1	93.90746	1		9		9		9		9		9	0.75	1	0.03	1		9		9	3.29	1		9		9		9		9		9		9	0
Cruise 1995-06	G41R35	B	1995-09-18T22:05:00	34.58333	36.68333	49	51753	1	1	28.52694	5	39.2247	5	201.60001	1	103.43353	1		9		9		9		9		9	0.17	1	0.04	1		9		9	2.47	1		9		9		9		9		9		9	0
								10	1	28.54467	1	39.3081	1	202.39999	1	103.91798	1		9		9		9		9		9	0.17	1	0.03	1		9		9	2.88	1		9		9		9		9		9		9	0
								20	1	28.39511	1	39.4647	1	199.60001	1	102.31884	1		9		9		9		9		9	0.14	1	0.02	1		9		9	1.78	1		9		9		9		9		9		9	0
								30	1	28.27922	1	39.4569	1	208.3	1	106.57023	1		9		9		9		9		9	0.14	1	0.02	1		9		9	1.85	1		9		9		9		9		9		9	0
								45	1	25.93974	1	39.1998	1	209.10001	1	102.80278	1		9		9		9		9		9	0.16	1	0.02	1		9		9	2.67	1		9		9		9		9		9		9	0
Cruise 1995-06	G45R35	B	1995-09-18T22:40:00	34.58333	36.75000	17	51754	1	1	28.61937	1	39.1377	1	201.7	1	103.58869	1		9		9		9		9		9	0.17	1	0.02	1		9		9	3.22	1		9		9		9		9		9		9	0
								15	1	28.49924	5	39.2919	5	175.10001	1	89.82569	1		9		9		9		9		9	0.66	1	0.11	1		9		9	6.16	1		9		9		9		9		9		9	0
Cruise 1995-06	G46R37	B	1995-09-18T22:54:00	34.61666	36.76667	15	51755	1	1	27.94753	3	38.0138	3	202.5	1	102.23316	1		9		9		9		9		9	0.7	1	0.32	1		9		9	4.04	1		9		9		9		9		9		9	0
								13	1	28.47676	5	39.3297	5	175.7	1	90.12059	1		9		9		9		9		9	0.59	1	0.13	1		9		9	3.49	1		9		9		9		9		9		9	0
Cruise 1995-06	G47R42	B	1995-09-18T23:35:00	34.70000	36.78333	11	51756	1	1	28.4893	1	38.3621	1	212.10001	1	108.2336	1		9		9		9		9		9	0.19	1	0.04	1		9		9	2.12	1		9		9		9		9		9		9	0
								10	1	28.70225	5	38.9488	5	205.10001	1	105.3606	1		9		9		9		9		9	0.17	1	0.06	1		9		9	5.48	1		9		9		9		9		9		9	0
Cruise 1995-06	G46R44	B	1995-09-18T23:50:00	34.73333	36.76667	13	51757	1	1	28.62847	1	38.7791	1	205.2	1	105.19155	1		9		9		9		9		9	0.45	1	0.04	1		9		9	5.34	1		9		9		9		9		9		9	0
								10	1	28.65464	1	38.8146	1	208.3	1	106.84279	1		9		9		9		9		9	0.52	1	0.05	1		9		9	6.51	1		9		9		9		9		9		9	0
Cruise 1995-06	G45R48	B	1995-09-19T00:23:00	34.80000	36.75000	12	51758	1	1	28.71785	1	38.6165	1	208.10001	1	106.73512	1		9		9		9		9		9	1.42	1	0.19	1		9		9	11.92	1		9		9		9		9		9		9	0
								10	1	28.69484	1	39.1681	1	200.10001	1	102.90527	1		9		9		9		9		9	1.42	1	0.19	1		9		9	13.84	1		9		9		9		9		9		9	0
Cruise 1995-06	G41R44	B	1995-09-19T01:00:00	34.73333	36.68333	45	51759	1	1	28.36177	5	39.4218	5	205.10001	1	105.06494	1		9		9		9		9		9	0.66	1	0.06	1		9		9	1.99	1		9		9		9		9		9		9	0
								10	1	28.3657	1	39.4298	1	197.3	1	101.07642	1		9		9		9		9		9	0.89	1	0.07	1		9		9	1.85	1		9		9		9		9		9		9	0
								20	1	28.36231	1	39.4301	1	201.60001	1	103.26955	1		9		9		9		9		9	0.68	1	0.05	1		9		9	2.19	1		9		9		9		9		9		9	0
								30	1	28.35562	1	39.4303	1	201.8	1	103.35667	1		9		9		9		9		9	0.31	1	0.06	1		9		9	2.4	1		9		9		9		9		9		9	0
								45	1	26.96625	5	39.324	5	209.10001	1	104.63406	1		9		9		9		9		9	0.31	1	0.05	1		9		9	2.47	1		9		9		9		9		9		9	0
Cruise 1995-06	G41R54	B	1995-09-19T02:01:00	34.90000	36.69333	14	51760	1	1	28.74564	1	38.9874	1	200.39999	1	103.04397	1		9		9		9		9		9	0.31	1	0.06	1		9		9	6.1	1		9		9		9		9		9		9	0
								10	1	28.75043	1	39.0919	1	196	1	100.84407	1		9		9		9		9		9	0.47	1	0.06	1		9		9	6.64	1		9		9		9		9		9		9	0
								20	1	28.74992	5	39.0923	5	192.39999	1	98.98712	1		9		9		9		9		9	0.35	1	0.06	1		9		9	6.44	1		9		9		9		9		9		9	0
Cruise 1995-06	G38R58	B	1995-09-19T02:45:00	34.96667	36.63334	26	51761	1	1	28.39993	1	39.3121	1	195.8	1	100.30127	1		9		9		9		9		9	0.5	1	0.05	1		9		9	2.47	1		9		9		9		9		9		9	0
								10	1	28.45298	1	39.3259	1	198.7	1	101.87791	1		9		9		9		9		9	0.93	1	0.05	1		9		9	3.36	1		9		9		9		9		9		9	0
								20	1	28.4344	1	39.3294	1	194.8	1	99.8462	1		9		9		9		9		9	0.62	1	0.04	1		9		9	3.36	1		9		9		9		9		9		9	0
Cruise 1995-06	G07Q28	B	1995-09-20T05:17:00	33.46667	36.11666	94	51771	1	1	27.54686	5	39.4818	5	204.3	1	103.31721	1		9		9		9		9		9	0.12	1	0.02	1		9		9	1.27	1		9		9		9		9		9		9	0
								10	1	27.53835	1	39.4822	1	205	1	103.65321	1		9		9		9		9		9	0.12	1	0.02	1		9		9	1.4	1		9		9		9		9		9		9	0
								25	1	27.52019	1	39.4829	1	206.5	1	104.37467	1		9		9		9		9		9	0.16	1	0.02	1		9		9	1.4	1		9		9		9		9		9		9	0
								50	1	20.79889	1	38.8478	1	250.39999	1	112.42989	1		9		9		9		9		9	0.12	1	0.02	1		9		9	0.93	1		9		9		9		9		9		9	0
								75	1	18.04997	1	38.9351	1	239.60001	1	102.3446	1		9		9		9		9		9	0.27	1	0.02	1		9		9	2.03	1		9		9		9		9		9		9	0
								90	1	17.80063	1	38.9479	1	239	1	101.61379	1		9		9		9		9		9	0.37	1	0.02	1		9		9	2.13	1		9		9		9		9		9		9	0
Cruise 1995-08	F55Q00	B	1995-10-25T20:39:00	33.00000	35.91667	860	52000	1	1	23.88542	5	39.5137	5		9		9		9	0.19	1		9		9		9	0.14	1	0.02	1		9		9	1.25	1		9		9		9		9		9		9	0
								25	1	23.8933	1	39.5091	1	209.2	1	99.54843	1		9	0.15	1		9		9		9	0.17	1	0.02	1		9		9	1.13	1		9		9		9		9		9		9	0
								40	1	23.89401	1	39.5094	1	209.3	1	99.59114	1		9		9		9		9		9	0.14	1	0.02	1		9		9	1.13	1		9		9		9		9		9		9	0
								60	1	23.72066	1	39.4786	1	226.10001	1	107.23845	1		9	0.08	1		9		9		9	0.11	1	0.02	1		9		9	0.88	1		9		9		9		9		9		9	0
								75	1	19.31569	1	38.9506	1	243	1	106.26761	1		9	0.08	1		9		9		9	0.17	1	0.02	1		9		9	0.88	1		9		9		9		9		9		9	0
								80	1	18.67613	1	38.9526	1	235	1	101.56458	1		9		9		9		9		9	0.16	1	0.02	1		9		9	1.06	1		9		9		9		9		9		9	0
								100	1	16.54127	1	39.0828	1	216.7	1	90.02766	1		9		9		9		9		9	0.71	1	0.03	1		9		9	1.44	1		9		9		9		9		9		9	0
								105	1	16.13412	1	39.1004	1	220.7	1	90.98237	1		9		9		9		9		9	1.03	1	0.04	1		9		9	1.57	1		9		9		9		9		9		9	0
								125	1	15.67554	1	39.0916	1	212.39999	1	86.77458	1		9	0.04	1		9		9		9	1.6	1	0.04	1		9		9	1.93	1		9		9		9		9		9		9	0
								150	1	15.33962	1	39.0886	1	204.2	1	82.86967	1		9		9		9		9		9	2.74	1	0.09	1		9		9	2.94	1		9		9		9		9		9		9	0
								200	1	14.92092	1	39.0267	1	196.10001	1	78.88453	1		9		9		9		9		9	3.69	1	0.12	1		9		9	4.56	1		9		9		9		9		9		9	0
								250	1	14.49364	1	38.9506	1	192	1	76.53342	1		9		9		9		9		9	4.42	1	0.12	1		9		9	6.75	1		9		9		9		9		9		9	0
								300	1	14.35671	1	38.9225	1	192.10001	1	76.33575	1		9		9		9		9		9	4.63	1	0.14	1		9		9	7.22	1		9		9		9		9		9		9	0
								400	1	14.0631	1	38.8566	1	189	1	74.60317	1		9		9		9		9		9	4.94	1	0.16	1		9		9	8.19	1		9		9		9		9		9		9	0
								500	1	13.89096	1	38.8115	1	187.10001	1	73.54715	1		9		9		9		9		9	4.74	1	0.18	1		9		9	9.19	1		9		9		9		9		9		9	0
								600	1	13.78614	1	38.7816	1	181.10001	1	70.9956	1		9		9		9		9		9	5.11	1	0.21	1		9		9	9.94	1		9		9		9		9		9		9	0
								800	1	13.6635	1	38.7427	1	187.5	1	73.24362	1		9		9		9		9		9	5.09	1	0.22	1		9		9	10.88	1		9		9		9		9		9		9	0
Cruise 1995-08	G07Q28	B	1995-10-26T01:08:00	33.46667	36.11666	95	52001	0	1	24.18113	5	39.5282	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	0.86	1		9		9		9	0
								1	1	24.18113	5	39.5282	5		9		9		9		9		9		9		9	0.07	1	0.02	1		9		9	1.44	1		9		9		9		9		9		9	0
								20	1	24.1902	1	39.527	1	206.39999	1	98.7268	1		9		9		9		9		9	0.06	1	0.02	1		9		9	1.44	1		9		9		9		9		9		9	0
								40	1	24.19401	1	39.5269	1	207.39999	1	99.20321	1		9		9		9		9		9	0.06	1	0.02	1		9		9	1.38	1		9		9		9		9		9		9	0
								60	1	23.85308	1	39.5105	1	213	1	101.27299	1		9		9		9		9		9	0.06	1	0.02	1		9		9	1.25	1		9		9		9		9		9		9	0
								70	1	19.39968	1	38.9171	1	243.5	1	106.63121	1		9		9		9		9		9	0.09	1	0.02	1		9		9	1	1		9		9		9		9		9		9	0
								80	1	18.2323	1	38.865	1	248.3	1	106.3755	1		9		9		9		9		9	0.06	1	0.02	1		9		9	0.94	1		9		9		9		9		9		9	0
								90	1	17.52653	1	38.8747	1	244.8	1	103.49855	1		9		9		9		9		9	0.07	1	0.02	1		9		9	1	1		9		9		9		9		9		9	0
Cruise 1995-08	F55Q30	B	1995-10-26T02:42:00	33.50000	35.91667	1000	52002	1	1	24.40998	5	39.5223	5		9		9		9		9		9		9		9	0.2	1	0.02	1		9		9	1.5	1		9		9		9		9		9		9	0
								20	1	24.40838	1	39.5211	1	207	1	99.37817	1		9		9		9		9		9	0.26	1	0.02	1		9		9	1.59	1		9		9		9		9		9		9	0
								40	1	24.40521	1	39.5193	1	206.7	1	99.21951	1		9		9		9		9		9	0.11	1	0.02	1		9		9	1.63	1		9		9		9		9		9		9	0
								60	1	19.35182	1	38.8578	1	246.8	1	107.94812	1		9		9		9		9		9	0.14	1	0.02	1		9		9	1.22	1		9		9		9		9		9		9	0
								80	1	17.98543	1	38.8841	1	246.8	1	105.25832	1		9		9		9		9		9	0.09	1	0.02	1		9		9	1.19	1		9		9		9		9		9		9	0
								100	1	17.26836	1	38.9145	1	240.2	1	101.07935	1		9		9		9		9		9	0.11	1	0.03	1		9		9	1.38	1		9		9		9		9		9		9	0
								150	1	16.31156	1	39.1102	1	225.39999	1	93.22573	1		9		9		9		9		9	0.11	1	0.03	1		9		9	1.5	1		9		9		9		9		9		9	0
								200	1	15.50868	1	39.0905	1	214.60001	1	87.36055	1		9		9		9		9		9	0.46	1	0.03	1		9		9	2	1		9		9		9		9		9		9	0
								250	1	15.00831	1	39.0465	1	209.7	1	84.49281	1		9		9		9		9		9	1.74	1	0.04	1		9		9	2.25	1		9		9		9		9		9		9	0
								300	1	14.66288	1	38.9874	1	201.3	1	80.51112	1		9		9		9		9		9	3.34	1	0.05	1		9		9	3.84	1		9		9		9		9		9		9	0
								400	1	14.22411	1	38.893	1	196.7	1	77.91012	1		9		9		9		9		9	3.94	1	0.08	1		9		9	5.38	1		9		9		9		9		9		9	0
								600	1	13.90872	1	38.8097	1	190.3	1	74.79907	1		9		9		9		9		9	5.03	1	0.1	1		9		9	7.19	1		9		9		9		9		9		9	0
								800	1	13.78626	1	38.7728	1	187.89999	1	73.59517	1		9		9		9		9		9	4.66	1	0.11	1		9		9	9.75	1		9		9		9		9		9		9	0
								1000	1	13.71692	5	38.7493	5	183.5	1	71.70071	1		9		9		9		9		9	5	1	0.13	1		9		9	10.69	1		9		9		9		9		9		9	0
Cruise 1995-08	G00R00	B	1995-10-26T14:15:00	34.00000	36.00000	875	52006	0	1	23.91889	5	39.5176	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9	20	1		9		9	0
								1	1	23.91889	5	39.5176	5		9		9		9		9		9		9		9	0.11	1	0.02	1		9		9	1.56	1		9		9		9		9		9		9	0
								15	1	23.81468	1	39.5097	1	210.8	1	100.17957	1		9		9		9		9		9	0.09	1	0.02	1		9		9	1.56	1		9		9		9		9		9		9	0
								25	1	23.60573	1	39.5119	1	212	1	100.38687	1		9		9		9		9		9	0.11	1	0.02	1		9		9	1.56	1		9		9		9		9		9		9	0
								50	1	19.14786	1	38.9085	1	257.29999	1	112.15894	1		9		9		9		9		9	0.09	1	0.02	1		9		9	1.25	1		9		9		9		9		9		9	0
								75	1	17.3373	1	38.9497	1	240.8	1	101.49652	1		9		9		9		9		9	0.11	1	0.02	1		9		9	1.25	1		9		9		9		9		9		9	0
								100	1	16.69983	1	38.9963	1	230.5	1	96.00139	1		9		9		9		9		9	0.14	1	0.02	1		9		9	1.25	1		9		9		9		9		9		9	0
								150	1	16.02875	1	39.1263	1	211	1	86.8039	1		9		9		9		9		9	1.2	1	0.02	1		9		9	2.06	1		9		9		9		9		9		9	0
								200	1	15.28684	1	39.0866	1	198.2	1	80.3336	1		9		9		9		9		9	3.06	1	0.06	1		9		9	3.5	1		9		9		9		9		9		9	0
								250	1	14.72699	1	39.0054	1	198	1	79.31741	1		9		9		9		9		9	3.97	1	0.11	1		9		9	5.44	1		9		9		9		9		9		9	0
								300	1	14.36613	1	38.9321	1	193.5	1	76.91105	1		9		9		9		9		9	4.46	1	0.13	1		9		9	6.81	1		9		9		9		9		9		9	0
								400	1	14.06951	1	38.8606	1	188.89999	1	74.57512	1		9		9		9		9		9	4.8	1	0.16	1		9		9	8.56	1		9		9		9		9		9		9	0
								500	1	13.91514	1	38.8188	1	185.89999	1	73.1142	1		9		9		9		9		9	5.06	1	0.17	1		9		9	9.56	1		9		9		9		9		9		9	0
								600	1	13.827	1	38.7924	1	187.39999	1	73.53062	1		9		9		9		9		9	5.09	1	0.18	1		9		9	10.06	1		9		9		9		9		9		9	0
								750	1	13.71941	1	38.7587	1	182.60001	1	71.43206	1		9		9		9		9		9	5.14	1	0.19	1		9		9	10.88	1		9		9		9		9		9		9	0
								850	1	13.6638	1	38.7413	1	183	1	71.47049	1		9		9		9		9		9	5.11	1	0.2	1		9		9	11.69	1		9		9		9		9		9		9	0
Cruise 1995-08	G00R30	B	1995-10-26T17:44:00	34.50000	36.00000	800	52007	1	1	24.25772	5	39.5097	5		9		9		9		9		9		9		9	0.09	1	0.02	1		9		9	1.54	1		9		9		9		9		9		9	0
								25	1	23.9385	1	39.5319	1	211	1	100.4957	1		9		9		9		9		9	0.09	1	0.02	1		9		9	1.34	1		9		9		9		9		9		9	0
								40	1	23.71841	1	39.4604	1	224.8	1	106.61549	1		9		9		9		9		9	0.09	1	0.02	1		9		9	1.24	1		9		9		9		9		9		9	0
								60	1	17.95331	1	38.8701	1	246.3	1	104.98197	1		9		9		9		9		9	0.09	1	0.02	1		9		9	1.07	1		9		9		9		9		9		9	0
								80	1	17.21282	1	38.9797	1	236	1	99.25504	1		9		9		9		9		9	0.09	1	0.02	1		9		9	1.07	1		9		9		9		9		9		9	0
								100	1	16.6398	1	38.9819	1	228.8	1	95.17569	1		9		9		9		9		9	0.13	1	0.02	1		9		9	1.24	1		9		9		9		9		9		9	0
								150	1	15.94168	1	39.1315	1	209.7	1	86.12671	1		9		9		9		9		9	1.23	1	0.06	1		9		9	1.89	1		9		9		9		9		9		9	0
								200	1	15.3389	1	39.0972	1	199.3	1	80.867	1		9		9		9		9		9	2.83	1	0.07	1		9		9	2.07	1		9		9		9		9		9		9	0
								250	1	14.88973	1	39.0362	1	197.3	1	79.30624	1		9		9		9		9		9	3.69	1	0.1	1		9		9	4.91	1		9		9		9		9		9		9	0
								300	1	14.62071	1	38.9844	1	197.2	1	78.80405	1		9		9		9		9		9	4.03	1	0.11	1		9		9	5.5	1		9		9		9		9		9		9	0
								400	1	14.19093	1	38.8872	1	191.5	1	75.79757	1		9		9		9		9		9	4.77	1	0.16	1		9		9	7.51	1		9		9		9		9		9		9	0
								500	1	14.01526	1	38.8421	1	185	1	72.91684	1		9		9		9		9		9	4.91	1	0.17	1		9		9	8.49	1		9		9		9		9		9		9	0
								600	1	13.88292	1	38.8056	1	185.3	1	72.79425	1		9		9		9		9		9	5	1	0.19	1		9		9	9.34	1		9		9		9		9		9		9	0
								800	1	13.67898	1	38.7479	1	185	1	72.29192	1		9		9		9		9		9	5.11	1	0.19	1		9		9	10.83	1		9		9		9		9		9		9	0
Cruise 1995-08	G00S00	B	1995-10-26T21:10:00	35.00000	36.00000	780	52008	1	1	23.49841	5	39.4668	5		9		9		9		9		9		9		9	0.19	1	0.02	1		9		9	1.24	1		9		9		9		9		9		9	0
								25	1	23.48654	1	39.4617	1	206.2	1	97.41257	1		9		9		9		9		9	0.19	1	0.02	1		9		9	1.12	1		9		9		9		9		9		9	0
								40	1	19.54113	1	38.8905	1	254.10001	1	111.55775	1		9		9		9		9		9	0.08	1	0.02	1		9		9	1.07	1		9		9		9		9		9		9	0
								60	1	17.61876	1	38.8782	1	250.5	1	106.10847	1		9		9		9		9		9	0.06	1	0.02	1		9		9	1.21	1		9		9		9		9		9		9	0
								80	1	16.7953	1	38.9522	1	242.8	1	101.29031	1		9		9		9		9		9	0.07	1	0.02	1		9		9	1.27	1		9		9		9		9		9		9	0
								100	1	16.32047	1	39.0194	1	223.10001	1	92.25887	1		9		9		9		9		9	0.31	1	0.04	1		9		9	1.42	1		9		9		9		9		9		9	0
								150	1	15.82589	1	39.1242	1	209.2	1	85.72504	1		9		9		9		9		9	1.2	1	0.04	1		9		9	2.07	1		9		9		9		9		9		9	0
								200	1	15.32878	1	39.0962	1	204.5	1	82.96001	1		9		9		9		9		9	2.25	1	0.06	1		9		9	3.14	1		9		9		9		9		9		9	0
								250	1	14.83635	1	39.0221	1	199.2	1	79.9788	1		9		9		9		9		9	2.92	1	0.12	1		9		9	3.79	1		9		9		9		9		9		9	0
								300	1	14.49858	1	38.9576	1	195.2	1	77.80338	1		9		9		9		9		9	3.39	1	0.16	1		9		9	6.75	1		9		9		9		9		9		9	0
								400	1	14.03232	1	38.8483	1	187.2	1	73.8434	1		9		9		9		9		9	3.9	1	0.17	1		9		9	8.7	1		9		9		9		9		9		9	0
								500	1	13.83407	1	38.794	1	184	1	72.2382	1		9		9		9		9		9	4.05	1	0.19	1		9		9	10.24	1		9		9		9		9		9		9	0
								600	1	13.73141	1	38.7637	1	181.8	1	71.18373	1		9		9		9		9		9	4.12	1	0.19	1		9		9	10.18	1		9		9		9		9		9		9	0
								750	1	13.62555	5	38.7318	5	182.10001	1	71.09003	1		9		9		9		9		9	4.14	1	0.2	1		9		9	11.01	1		9		9		9		9		9		9	0
Cruise 1995-08	G38R58	B	1995-10-27T16:22:00	34.96667	36.63334	23	52021	0	1	23.79943	5	39.3993	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	4.66	1		9		9		9	0
								1	1	23.79943	5	39.3993	5		9		9		9		9		9		9		9	0.09	1	0.02	1		9		9	2.54	1		9		9		9		9		9		9	0
								10	1	23.67434	1	39.387	1	210.3	1	99.63368	1		9		9		9		9		9	0.1	1	0.02	1		9		9	2.37	1		9		9		9		9		9		9	0
								18	1	23.57235	1	39.3703	1	211.10001	1	99.82486	1		9		9		9		9		9	0.09	1	0.02	1		9		9	2.6	1		9		9		9		9		9		9	0
Cruise 1995-08	G42R54	B	1995-10-27T16:57:00	34.90000	36.69333	10	52022	0	1	23.09607	5	39.1404	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	5.78	1		9		9		9	0
								1	1	23.09607	5	39.1404	5		9		9		9		9		9		9		9	0.11	1	0.02	1		9		9	5.21	1		9		9		9		9		9		9	0
Cruise 1995-08	G41R44	B	1995-10-27T17:53:00	34.73333	36.68333	42	52023	0	1	23.53907	5	38.9896	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	4.92	1		9		9		9	0
								1	1	23.53907	5	38.9896	5		9		9		9		9		9		9		9	0.11	1	0.27	1		9		9	1.53	1		9		9		9		9		9		9	0
								15	1	24.19962	1	39.3964	1	209.60001	1	100.20049	1		9		9		9		9		9	0.1	1	0.05	1		9		9	1.47	1		9		9		9		9		9		9	0
								25	1	24.04259	1	39.4554	1	210	1	100.15321	1		9		9		9		9		9	0.1	1	0.07	1		9		9	1.24	1		9		9		9		9		9		9	0
								40	1	24.0097	5	39.4599	5	207.2	1	98.75875	1		9		9		9		9		9	0.09	1	0.05	1		9		9	1.24	1		9		9		9		9		9		9	0
Cruise 1995-08	G45R48	B	1995-10-27T18:32:00	34.80000	36.75000	10	52024	0	1	23.47169	5	38.7248	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	5.97	1		9		9		9	0
								1	1	23.47169	5	38.7248	5		9		9		9		9		9		9		9	0.09	1	0.09	1		9		9	0.24	1		9		9		9		9		9		9	0
Cruise 1995-08	G46R44	B	1995-10-27T19:06:00	34.73333	36.76667	10	52025	0	1	23.63455	5	38.9133	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	5.67	1		9		9		9	0
								1	1	23.63455	5	38.9133	5		9		9		9		9		9		9		9	0.11	1	0.04	1		9		9	0.47	1		9		9		9		9		9		9	0
Cruise 1995-08	G47R42	B	1995-10-27T19:23:00	34.70000	36.78333	8	52026	0	1	23.66844	5	39.1039	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	10	1		9		9		9	0
								1	1	23.66844	5	39.1039	5		9		9		9		9		9		9		9	0.11	1	0.04	1		9		9	0.35	1		9		9		9		9		9		9	0
Cruise 1995-08	G46R37	B	1995-10-27T19:56:00	34.61666	36.76667	12	52027	0	1	23.04818	5	38.7295	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	8.43	1		9		9		9	0
								1	1	23.04818	5	38.7295	5		9		9		9		9		9		9		9	0.16	1	0.11	1		9		9	0.47	1		9		9		9		9		9		9	0
Cruise 1995-08	G46R35	B	1995-10-27T20:10:00	34.58333	36.76667	8	52028	0	1	23.01649	5	38.7426	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	8.87	1		9		9		9	0
								1	1	23.01649	5	38.7426	5		9		9		9		9		9		9		9	0.34	1	0.22	1		9		9	0.94	1		9		9		9		9		9		9	0
Cruise 1995-08	G41R35	B	1995-10-27T20:49:00	34.58333	36.68333	48	52029	0	1	23.88149	5	39.2426	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	2.73	1		9		9		9	0
								1	1	23.88149	5	39.2426	5		9		9		9		9		9		9		9	0.11	1	0.05	1		9		9	0.65	1		9		9		9		9		9		9	0
								10	1	23.8791	1	39.2489	1	217.2	1	103.18211	1		9		9		9		9		9	0.07	1	0.04	1		9		9	0.88	1		9		9		9		9		9		9	0
								20	1	23.83494	1	39.2974	1	216.89999	1	102.9862	1		9		9		9		9		9	0.07	1	0.04	1		9		9	0.82	1		9		9		9		9		9		9	0
								30	1	23.86377	1	39.3497	1	213	1	101.21055	1		9		9		9		9		9	0.05	1	0.02	1		9		9	1	1		9		9		9		9		9		9	0
								40	1	23.94211	1	39.4358	1	210.60001	1	100.24966	1		9		9		9		9		9	0.07	1	0.02	1		9		9	1.24	1		9		9		9		9		9		9	0
Cruise 1995-08	G34R22	B	1995-10-27T22:16:00	34.36666	36.56667	88	52030	0	1	24.59425	5	39.5275	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	1.74	1		9		9		9	0
								1	1	24.59425	5	39.5275	5		9		9		9		9		9		9		9	0.11	1	0.02	1		9		9	1.24	1		9		9		9		9		9		9	0
								15	1	24.59407	1	39.5289	1	207.39999	1	99.89053	1		9		9		9		9		9	0.09	1	0.03	1		9		9	1.24	1		9		9		9		9		9		9	0
								25	1	24.59285	1	39.5292	1	207.3	1	99.83631	1		9		9		9		9		9	0.09	1	0.02	1		9		9	1.24	1		9		9		9		9		9		9	0
								50	1	24.03565	1	39.4099	1	215.3	1	102.63116	1		9		9		9		9		9	0.09	1	0.03	1		9		9	1.12	1		9		9		9		9		9		9	0
								65	1	18.93147	1	38.8883	1	252.5	1	109.60883	1		9		9		9		9		9	0.08	1	0.02	1		9		9	0.88	1		9		9		9		9		9		9	0
								75	1	18.05617	1	38.8682	1	248.2	1	105.98774	1		9		9		9		9		9	0.09	1	0.02	1		9		9	1	1		9		9		9		9		9		9	0
